strain	date	country	continent
PQ065251.1	2023-12-15	Brazil	South America
PQ065254.1	2023-12-15	Brazil	South America
PQ065257.1	2023-12-15	Brazil	South America
PQ065260.1	2023-12-15	Brazil	South America
PQ065263.1	2023-12-15	Brazil	South America
PQ065266.1	2023-12-17	Brazil	South America
PQ065269.1	2023-12-17	Brazil	South America
PQ065272.1	2023-12-18	Brazil	South America
PQ065275.1	2023-12-18	Brazil	South America
PQ065278.1	2023-12-18	Brazil	South America
PQ065281.1	2023-12-18	Brazil	South America
PQ065284.1	2023-12-18	Brazil	South America
PQ065287.1	2023-12-19	Brazil	South America
PQ065290.1	2023-12-19	Brazil	South America
PQ065293.1	2023-12-20	Brazil	South America
PQ065296.1	2023-12-23	Brazil	South America
PQ065299.1	2023-12-23	Brazil	South America
PQ065302.1	2023-12-22	Brazil	South America
PQ065305.1	2023-12-22	Brazil	South America
PQ065308.1	2023-12-22	Brazil	South America
PQ065311.1	2023-12-22	Brazil	South America
PQ065314.1	2023-12-23	Brazil	South America
PQ065317.1	2023-12-22	Brazil	South America
PQ065320.1	2023-12-23	Brazil	South America
PQ065323.1	2023-12-22	Brazil	South America
PQ065326.1	2023-12-24	Brazil	South America
PQ065329.1	2023-12-22	Brazil	South America
PQ065332.1	2023-12-22	Brazil	South America
PQ065335.1	2023-12-24	Brazil	South America
PQ065338.1	2023-12-22	Brazil	South America
PQ065341.1	2023-12-22	Brazil	South America
PQ065344.1	2023-12-22	Brazil	South America
PQ065347.1	2023-12-25	Brazil	South America
PQ065350.1	2023-12-24	Brazil	South America
PQ065353.1	2023-12-23	Brazil	South America
PQ065356.1	2023-12-24	Brazil	South America
PQ065359.1	2023-12-24	Brazil	South America
PQ065362.1	2023-12-24	Brazil	South America
PQ065365.1	2023-12-24	Brazil	South America
PQ065368.1	2023-12-24	Brazil	South America
PQ065371.1	2023-12-22	Brazil	South America
PQ065374.1	2023-12-24	Brazil	South America
PQ065377.1	2023-12-24	Brazil	South America
PQ065380.1	2023-12-22	Brazil	South America
PQ065383.1	2023-12-22	Brazil	South America
PQ065386.1	2023-12-22	Brazil	South America
PQ065389.1	2023-12-25	Brazil	South America
PQ065392.1	2023-12-25	Brazil	South America
PQ065395.1	2023-12-25	Brazil	South America
PQ065398.1	2023-12-25	Brazil	South America
PQ065401.1	2023-12-25	Brazil	South America
PQ065404.1	2023-12-25	Brazil	South America
PQ065407.1	2023-12-25	Brazil	South America
PQ065410.1	2023-12-25	Brazil	South America
PQ065413.1	2023-12-25	Brazil	South America
PQ065416.1	2023-12-25	Brazil	South America
PQ065419.1	2023-12-27	Brazil	South America
PQ065422.1	2023-12-26	Brazil	South America
PQ065425.1	2023-12-26	Brazil	South America
PQ065428.1	2023-12-26	Brazil	South America
PQ065431.1	2023-12-26	Brazil	South America
PQ065434.1	2023-12-24	Brazil	South America
PQ065437.1	2023-12-27	Brazil	South America
PQ065440.1	2023-12-27	Brazil	South America
PQ065443.1	2023-12-27	Brazil	South America
PQ065446.1	2023-12-27	Brazil	South America
PQ065449.1	2023-12-27	Brazil	South America
PQ065452.1	2023-12-27	Brazil	South America
PQ065455.1	2023-12-28	Brazil	South America
PQ065458.1	2023-12-26	Brazil	South America
PQ065461.1	2023-12-28	Brazil	South America
PQ065464.1	2023-12-28	Brazil	South America
PQ065467.1	2023-12-14	Brazil	South America
PQ065470.1	2023-12-28	Brazil	South America
PQ065473.1	2023-12-29	Brazil	South America
PQ065476.1	2023-12-29	Brazil	South America
PQ065479.1	2023-12-29	Brazil	South America
PQ065482.1	2023-12-21	Brazil	South America
PQ065485.1	2023-12-13	Brazil	South America
PQ065488.1	2023-12-04	Brazil	South America
PQ065491.1	2023-12-12	Brazil	South America
PQ073183.1	2024-05-23	Brazil	South America
PQ073186.1	2024-05-20	Brazil	South America
PQ118421.1	2024-06-14	Italy	Europe
PQ149811.1	2024-03-27	Brazil	South America
PQ149814.1	2024-05-10	Brazil	South America
PQ156583.1	2024-03-21	Brazil	South America
PQ156584.1	2024-03-20	Brazil	South America
PQ156585.1	2024-04-15	Brazil	South America
PQ156586.1	2024-05-07	Brazil	South America
PQ156587.1	2024-05-15	Brazil	South America
PQ156588.1	2024-05-10	Brazil	South America
PQ156589.1	2024-05-03	Brazil	South America
PQ156590.1	2024-05-03	Brazil	South America
PQ156591.1	2024-05-14	Brazil	South America
PQ156592.1	2024-05-14	Brazil	South America
PQ156593.1	2024-05-14	Brazil	South America
PQ156594.1	2024-04-08	Brazil	South America
PQ156595.1	2024-04-01	Brazil	South America
PQ156596.1	2024-04-02	Brazil	South America
PQ156597.1	2024-05-07	Brazil	South America
PQ185970.1	2024-04-22	Brazil	South America
PQ185971.1	2024-04-25	Brazil	South America
PQ189413.1	2024-04-17	Brazil	South America
PQ189414.1	2024-04-25	Brazil	South America
PQ189415.1	2024-05-09	Brazil	South America
PQ189416.1	2024-05-16	Brazil	South America
PQ189417.1	2024-05-17	Brazil	South America
PQ189418.1	2024-05-27	Brazil	South America
PQ189419.1	2024-06-04	Brazil	South America
PQ189420.1	2024-06-06	Brazil	South America
PQ189421.1	2024-06-10	Brazil	South America
PQ189422.1	2024-06-12	Brazil	South America
PQ189423.1	2024-06-26	Brazil	South America
PQ197204.1	2024-06-07	Brazil	South America
PQ197396.1	2024-01-22	Brazil	South America
PQ197399.1	2024-04-12	Brazil	South America
PQ197402.1	2024-04-15	Brazil	South America
PQ197405.1	2024-04-22	Brazil	South America
PQ197408.1	2024-03-24	Brazil	South America
PQ197411.1	2024-04-17	Brazil	South America
PQ197414.1	2024-04-17	Brazil	South America
PQ199993.1	2024-04-17	Brazil	South America
PQ200002.1	2024-04-18	Brazil	South America
PQ200005.1	2024-04-23	Brazil	South America
PQ200023.1	2024-04-30	Brazil	South America
PQ200026.1	2024-04-30	Brazil	South America
PQ200029.1	2024-04-30	Brazil	South America
PQ200038.1	2024-05-02	Brazil	South America
PQ200053.1	2024-05-08	Brazil	South America
PQ200065.1	2024-05-10	Brazil	South America
PQ200110.1	2024-05-20	Brazil	South America
PQ200125.1	2024-05-27	Brazil	South America
PQ200161.1	2024-06-14	Brazil	South America
PQ200167.1	2024-06-17	Brazil	South America
PQ200206.1	2024-07-04	Brazil	South America
PQ247716.1	2024-03-01	Brazil	South America
PQ247717.1	2024-03-01	Brazil	South America
PQ247718.1	2024-02-02	Brazil	South America
PQ247719.1	2024-02-26	Brazil	South America
PQ247720.1	2024-02-29	Brazil	South America
PQ247721.1	2024-04-11	Brazil	South America
PQ247722.1	2024-04-15	Brazil	South America
PQ247723.1	2024-02-27	Brazil	South America
PQ247724.1	2024-04-17	Brazil	South America
PQ247725.1	2024-04-12	Brazil	South America
PQ247726.1	2024-04-18	Brazil	South America
PQ247727.1	2024-04-16	Brazil	South America
PQ247728.1	2024-04-03	Brazil	South America
PQ247729.1	2024-04-12	Brazil	South America
PQ247730.1	2024-04-19	Brazil	South America
PQ247731.1	2024-04-12	Brazil	South America
PQ247732.1	2024-04-05	Brazil	South America
PQ247733.1	2024-04-16	Brazil	South America
PQ247734.1	2024-04-15	Brazil	South America
PQ247735.1	2024-04-05	Brazil	South America
PQ247736.1	2024-04-03	Brazil	South America
PQ247737.1	2024-04-15	Brazil	South America
PQ247738.1	2024-04-03	Brazil	South America
PQ247739.1	2024-04-05	Brazil	South America
PQ247740.1	2024-04-15	Brazil	South America
PQ247741.1	2024-04-12	Brazil	South America
PQ247742.1	2024-04-03	Brazil	South America
PQ247743.1	2024-04-08	Brazil	South America
PQ247744.1	2024-04-02	Brazil	South America
PQ247745.1	2024-04-12	Brazil	South America
PQ247746.1	2024-04-02	Brazil	South America
PQ247747.1	2024-04-04	Brazil	South America
PQ247748.1	2024-04-08	Brazil	South America
PQ247749.1	2024-04-05	Brazil	South America
PQ247750.1	2024-04-04	Brazil	South America
PQ247751.1	2024-04-17	Brazil	South America
PQ247752.1	2024-04-03	Brazil	South America
PQ247753.1	2024-04-08	Brazil	South America
PQ247754.1	2024-04-12	Brazil	South America
PQ247755.1	2024-04-02	Brazil	South America
PQ247756.1	2024-04-03	Brazil	South America
PQ247757.1	2024-04-16	Brazil	South America
PQ247758.1	2024-04-12	Brazil	South America
PQ247759.1	2024-04-15	Brazil	South America
PQ247760.1	2024-04-15	Brazil	South America
PQ247761.1	2024-04-15	Brazil	South America
PQ247762.1	2024-04-15	Brazil	South America
PQ247763.1	2024-04-15	Brazil	South America
PQ247764.1	2024-04-04	Brazil	South America
PQ247765.1	2024-04-15	Brazil	South America
PQ247766.1	2024-04-15	Brazil	South America
PQ247767.1	2024-04-16	Brazil	South America
PQ247768.1	2024-04-08	Brazil	South America
PQ247769.1	2024-04-12	Brazil	South America
PQ247770.1	2024-04-12	Brazil	South America
PQ247771.1	2024-04-12	Brazil	South America
PQ247772.1	2024-04-12	Brazil	South America
PQ247773.1	2024-04-12	Brazil	South America
PQ247774.1	2024-04-02	Brazil	South America
PQ247775.1	2024-04-03	Brazil	South America
PQ247776.1	2024-04-02	Brazil	South America
PQ247777.1	2024-04-02	Brazil	South America
PQ247778.1	2024-04-01	Brazil	South America
PQ247779.1	2024-04-05	Brazil	South America
PQ247780.1	2024-04-03	Brazil	South America
PQ247781.1	2024-04-08	Brazil	South America
PQ247782.1	2024-04-04	Brazil	South America
PQ247783.1	2024-04-08	Brazil	South America
PQ247784.1	2024-04-09	Brazil	South America
PQ247785.1	2024-04-10	Brazil	South America
PQ247786.1	2024-04-04	Brazil	South America
PQ247787.1	2024-04-08	Brazil	South America
PQ247788.1	2024-04-08	Brazil	South America
PQ247789.1	2024-04-08	Brazil	South America
PQ247790.1	2024-04-09	Brazil	South America
PQ247791.1	2024-04-08	Brazil	South America
PQ247792.1	2024-04-08	Brazil	South America
PQ247793.1	2024-04-05	Brazil	South America
PQ247794.1	2024-04-10	Brazil	South America
PQ247795.1	2024-04-05	Brazil	South America
PQ247796.1	2024-04-08	Brazil	South America
PQ247797.1	2024-04-04	Brazil	South America
PQ247798.1	2024-05-06	Brazil	South America
PQ247799.1	2024-05-08	Brazil	South America
PQ247800.1	2024-05-10	Brazil	South America
PQ247801.1	2024-05-02	Brazil	South America
PQ247802.1	2024-05-07	Brazil	South America
PQ247803.1	2024-05-07	Brazil	South America
PQ247804.1	2024-02-28	Brazil	South America
PQ247805.1	2024-05-10	Brazil	South America
PQ247806.1	2024-05-03	Brazil	South America
PQ247807.1	2024-03-01	Brazil	South America
PQ247808.1	2024-03-01	Brazil	South America
PQ247809.1	2024-03-06	Brazil	South America
PQ247810.1	2024-03-06	Brazil	South America
PQ247811.1	2024-03-07	Brazil	South America
PQ247812.1	2024-03-08	Brazil	South America
PQ247813.1	2024-03-11	Brazil	South America
PQ247814.1	2024-03-11	Brazil	South America
PQ247815.1	2024-03-11	Brazil	South America
PQ247816.1	2024-03-14	Brazil	South America
PQ247817.1	2024-03-14	Brazil	South America
PQ247818.1	2024-03-10	Brazil	South America
PQ247819.1	2024-03-14	Brazil	South America
PQ247820.1	2024-03-14	Brazil	South America
PQ247821.1	2024-03-17	Brazil	South America
PQ247822.1	2024-03-18	Brazil	South America
PQ247823.1	2024-03-18	Brazil	South America
PQ247824.1	2024-03-18	Brazil	South America
PQ247825.1	2024-03-18	Brazil	South America
PQ247826.1	2024-03-20	Brazil	South America
PQ247827.1	2024-03-18	Brazil	South America
PQ247828.1	2024-03-19	Brazil	South America
PQ247829.1	2024-03-19	Brazil	South America
PQ247830.1	2024-03-19	Brazil	South America
PQ247831.1	2024-03-20	Brazil	South America
PQ247832.1	2024-03-20	Brazil	South America
PQ247833.1	2024-03-20	Brazil	South America
PQ247834.1	2024-04-09	Brazil	South America
PQ247835.1	2024-04-09	Brazil	South America
PQ247836.1	2024-04-03	Brazil	South America
PQ247837.1	2024-04-10	Brazil	South America
PQ247838.1	2024-04-16	Brazil	South America
PQ247839.1	2024-04-17	Brazil	South America
PQ247840.1	2024-04-24	Brazil	South America
PQ247841.1	2024-04-23	Brazil	South America
PQ247842.1	2024-04-24	Brazil	South America
PQ247843.1	2024-04-25	Brazil	South America
PQ247844.1	2024-04-25	Brazil	South America
PQ247845.1	2024-04-24	Brazil	South America
PQ247846.1	2024-04-25	Brazil	South America
PQ295363.1	2024-03-24	Brazil	South America
PQ295366.1	2024-04-02	Brazil	South America
PQ295369.1	2024-04-02	Brazil	South America
PQ295372.1	2024-04-18	Brazil	South America
PQ295375.1	2024-04-18	Brazil	South America
PQ363070.1	2024-08-13	Italy	Europe
PQ381540.1	2024-05-20	Brazil	South America
PQ381541.1	2024-05-28	Brazil	South America
PQ381542.1	2024-05-23	Brazil	South America
PQ381543.1	2024-05-23	Brazil	South America
PQ381544.1	2024-06-15	Brazil	South America
PQ381545.1	2024-07-03	Brazil	South America
PQ381546.1	2024-07-03	Brazil	South America
PQ381547.1	2024-07-02	Brazil	South America
PQ381548.1	2024-07-02	Brazil	South America
PQ381549.1	2024-07-04	Brazil	South America
PQ381550.1	2024-07-01	Brazil	South America
PQ381551.1	2024-07-01	Brazil	South America
PQ381552.1	2024-07-01	Brazil	South America
PQ381553.1	2024-07-09	Brazil	South America
PQ381554.1	2024-07-10	Brazil	South America
PQ381555.1	2024-07-19	Brazil	South America
PQ381556.1	2024-07-22	Brazil	South America
PQ381557.1	2024-07-26	Brazil	South America
PQ381558.1	2024-07-26	Brazil	South America
PQ381559.1	2024-07-29	Brazil	South America
PQ381560.1	2024-07-30	Brazil	South America
PQ381561.1	2024-07-30	Brazil	South America
PQ409232.1	2024-08-08	Colombia	South America
PQ417950.1	2024-07-13	Cuba	North America
PQ458634.1	2024-07-01	Brazil	South America
PQ458635.1	2024-06-14	Brazil	South America
PQ458636.1	2024-07-04	Brazil	South America
PQ458637.1	2024-06-28	Brazil	South America
PQ458638.1	2024-06-13	Brazil	South America
PQ458639.1	2024-07-09	Brazil	South America
PQ458640.1	2024-07-09	Brazil	South America
PQ458641.1	2024-06-19	Brazil	South America
PQ458642.1	2024-07-05	Brazil	South America
PQ458643.1	2024-06-18	Brazil	South America
PQ458644.1	2024-06-19	Brazil	South America
PQ458645.1	2024-06-27	Brazil	South America
PQ458646.1	2024-07-02	Brazil	South America
PQ458647.1	2024-07-10	Brazil	South America
PQ458648.1	2024-06-30	Brazil	South America
PQ458649.1	2024-06-26	Brazil	South America
PQ458650.1	2024-07-12	Brazil	South America
PQ458651.1	2024-07-01	Brazil	South America
PQ458652.1	2024-06-19	Brazil	South America
PQ458653.1	2024-07-01	Brazil	South America
PQ458654.1	2024-06-13	Brazil	South America
PQ458655.1	2024-06-18	Brazil	South America
PQ458656.1	2024-06-20	Brazil	South America
PQ458657.1	2024-06-20	Brazil	South America
PQ458658.1	2024-07-03	Brazil	South America
PQ458659.1	2024-07-02	Brazil	South America
PQ458660.1	2024-06-18	Brazil	South America
PQ458661.1	2024-07-04	Brazil	South America
PQ530050.1	2024-06-06	Spain	Europe
PQ537329.1	2024-03-24	Brazil	South America
PQ537330.1	2024-04-02	Brazil	South America
PQ537331.1	2024-04-18	Brazil	South America
PQ537332.1	2024-04-18	Brazil	South America
PQ550997.1	2024-05-11	Brazil	South America
PQ554040.1	2024-05-10	Brazil	South America
PQ554043.1	2024-05-09	Brazil	South America
PQ554049.1	2024-05-09	Brazil	South America
PQ554052.1	2024-05-10	Brazil	South America
PQ554064.1	2024-05-15	Brazil	South America
PQ554082.1	2024-05-20	Brazil	South America
PQ554100.1	2024-05-24	Brazil	South America
PQ554112.1	2024-05-27	Brazil	South America
PQ554139.1	2024-06-05	Brazil	South America
PQ554160.1	2024-06-10	Brazil	South America
PQ554331.1	2024-08-28	Brazil	South America
PQ559583.1	2024-06-24	Brazil	South America
PQ559584.1	2024-06-30	Brazil	South America
PQ559585.1	2024-06-27	Brazil	South America
PQ559586.1	2024-07-02	Brazil	South America
PQ559587.1	2024-07-24	Brazil	South America
PQ559588.1	2024-07-16	Brazil	South America
PQ559589.1	2024-06-20	Brazil	South America
PQ559590.1	2024-06-14	Brazil	South America
PQ559591.1	2024-07-31	Brazil	South America
PQ559592.1	2024-06-26	Brazil	South America
PQ559593.1	2024-07-18	Brazil	South America
PQ559594.1	2024-07-09	Brazil	South America
PQ559595.1	2024-06-19	Brazil	South America
PQ559596.1	2024-06-19	Brazil	South America
PQ559597.1	2024-07-21	Brazil	South America
PQ634468.1	2024-03-07	Bolivia	South America
PQ634469.1	2024-03-27	Bolivia	South America
PQ634470.1	2024-05-17	Bolivia	South America
PQ634471.1	2024-03-18	Bolivia	South America
PQ634472.1	2024-02-15	Bolivia	South America
PQ634473.1	2024-02-07	Bolivia	South America
PQ634474.1	2024-01-19	Bolivia	South America
PQ634475.1	2024-02-01	Bolivia	South America
PQ634476.1	2024-02-29	Bolivia	South America
PQ634477.1	2024-04-12	Bolivia	South America
PQ634478.1	2024-05-02	Bolivia	South America
PQ634479.1	2024-03-19	Bolivia	South America
PQ634480.1	2024-03-21	Bolivia	South America
PQ634481.1	2024-03-25	Bolivia	South America
PQ634482.1	2024-04-09	Bolivia	South America
PQ634483.1	2024-04-12	Bolivia	South America
PQ634484.1	2024-04-14	Bolivia	South America
PQ634485.1	2024-04-10	Bolivia	South America
PQ634486.1	2024-04-10	Bolivia	South America
PQ634487.1	2024-04-12	Bolivia	South America
PQ634488.1	2024-04-16	Bolivia	South America
PQ634489.1	2024-04-11	Bolivia	South America
PQ634490.1	2024-04-15	Bolivia	South America
PQ634491.1	2024-04-16	Bolivia	South America
PQ634492.1	2024-03-29	Bolivia	South America
PQ634493.1	2024-01-26	Bolivia	South America
PQ634494.1	2024-01-29	Bolivia	South America
PQ634495.1	2024-04-01	Bolivia	South America
PQ634496.1	2024-04-06	Bolivia	South America
PQ634497.1	2024-03-27	Bolivia	South America
PQ634498.1	2024-03-01	Bolivia	South America
PQ634499.1	2024-04-15	Bolivia	South America
PQ634500.1	2024-04-06	Bolivia	South America
PQ634501.1	2024-04-22	Bolivia	South America
PQ683508.1		Peru	South America
PQ683511.1		Peru	South America
PQ683514.1		Peru	South America
PQ754513.1	2024-09-04	Brazil	South America
PQ754531.1	2024-09-16	Brazil	South America
PQ754564.1	2024-09-30	Brazil	South America
PQ754573.1	2024-10-02	Brazil	South America
PQ754576.1	2024-10-03	Brazil	South America
PQ754606.1	2024-10-09	Brazil	South America
PQ754666.1	2024-10-22	Brazil	South America
PQ754672.1	2024-10-23	Brazil	South America
PQ754687.1	2024-10-25	Brazil	South America
PQ754693.1	2024-10-25	Brazil	South America
PQ754696.1	2024-10-29	Brazil	South America
PQ754717.1	2024-11-04	Brazil	South America
PQ754732.1	2024-11-05	Brazil	South America
PQ754735.1	2024-11-05	Brazil	South America
PQ754744.1	2024-11-06	Brazil	South America
PQ754750.1	2024-11-06	Brazil	South America
PQ754753.1	2024-11-05	Brazil	South America
PQ754759.1	2024-11-06	Brazil	South America
PQ754768.1	2024-11-06	Brazil	South America
PQ754786.1	2024-11-08	Brazil	South America
PQ801464.1	1991	Brazil	South America
PV254731.1	2024-07-19	Brazil	South America
PV254732.1	2024-07-23	Brazil	South America
PV254733.1	2024-07-23	Brazil	South America
PV254734.1	2024-07-23	Brazil	South America
PV254735.1	2024-07-23	Brazil	South America
PV254736.1	2024-07-11	Brazil	South America
PV254737.1	2024-07-13	Brazil	South America
PV254738.1	2024-07-12	Brazil	South America
PV254739.1	2024-07-13	Brazil	South America
PV254740.1	2024-07-10	Brazil	South America
PV254741.1	2024-07-12	Brazil	South America
PV254742.1	2024-07-15	Brazil	South America
PV254743.1	2024-07-15	Brazil	South America
PV254744.1	2024-07-15	Brazil	South America
PV254745.1	2024-07-15	Brazil	South America
PV254746.1	2024-07-17	Brazil	South America
PV254747.1	2024-07-24	Brazil	South America
PV254748.1	2024-07-24	Brazil	South America
PV254749.1	2024-07-25	Brazil	South America
PV254750.1	2024-07-25	Brazil	South America
PV254751.1	2024-07-27	Brazil	South America
PV254752.1	2024-07-25	Brazil	South America
PV254753.1	2024-07-25	Brazil	South America
PV254754.1	2024-07-25	Brazil	South America
PV254755.1	2024-07-12	Brazil	South America
PV254756.1	2024-07-13	Brazil	South America
PV254757.1	2024-07-15	Brazil	South America
PV254758.1	2024-07-15	Brazil	South America
PV254759.1	2024-07-24	Brazil	South America
PV254760.1	2024-08-13	Brazil	South America
PV254761.1	2024-08-08	Brazil	South America
PV254762.1	2024-07-30	Brazil	South America
PV254763.1	2024-08-15	Brazil	South America
PV254764.1	2024-08-02	Brazil	South America
PV254765.1	2024-08-11	Brazil	South America
PV254766.1	2024-08-12	Brazil	South America
PV254767.1	2024-07-25	Brazil	South America
PV419643.1	2024-02-22	Peru	South America
PV419646.1	2024-02-22	Peru	South America
PV419649.1	2024-01-25	Peru	South America
PV419652.1	2024-02-02	Peru	South America
PV419655.1	2024-02-06	Peru	South America
PV419658.1	2024-07-31	Peru	South America
PV419661.1	2024-07-10	Peru	South America
